title,date,actors,staff,genres
The Prestige,2006-10-19,"[Hugh Jackman, Christian Bale, Michael Caine, Scarlett Johansson, Andy Serkis, Samantha Mahurin, David Bowie, Piper Perabo, Rebecca Hall, Daniel Davis, Roger Rees, Ricky Jay, Jim Piddock, Christopher Neame, Mark Ryan, Jamie Harris, Ron Perkins, Chao Li Chi]","[Christopher Nolan, Jonathan Nolan, Christopher Nolan, Aaron Ryder, Emma Thomas, David Julyan, Wally Pfister, Lee Smith, Christopher Priest, Nathan Crowley, Stephen Vaughan, Steve Gehrke, Alex Gibson]","[Drama, Mystery, Thriller]"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,"[Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens, Peter Bull, James Earl Jones, Tracy Reed, Jack Creley, Glenn Beck, Shane Rimmer, Gordon Tanner]","[Stanley Kubrick, Stanley Kubrick, Terry Southern, Peter George, Stanley Kubrick, Gilbert Taylor, Anthony Harvey, Ken Adam, Peter George, Peter Murton, Stuart Freeborn, Barbara Ritchie, John Aldred, John Cox]","[Drama, Comedy, War]"
M,1931-05-11,"[Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke, Theodor Loos, Gustaf Gründgens, Fritz Odemar, Theo Lingen, Georg John, Ernst Stahl-Nachbaur, Karl Platen, Rosa Valetti, Hertha von Walther, Carl Ballhaus]","[Fritz Lang, Fritz Lang, Thea von Harbou, Fritz Arno Wagner, Paul Falkenberg, Emil Hasler, Karl Vollbrecht, Seymour Nebenzal, Edgar G. Ulmer, Paul Falkenberg]","[Drama, Action, Thriller, Crime]"
The Tale of the Princess Kaguya,2013-11-23,"[Aki Asakura, Kengo Kora, Nobuko Miyamoto, Atsuko Takahata, Tomoko Tabata, Hidetoshi Nishijima, Tatsuya Nakadai, Takeo Chii, Yukiji Asaoka, Isao Hashizume, Ryûdô Uzaki, Yuji Miyaji]","[Isao Takahata, Isao Takahata, Riko Sakaguchi, Isao Takahata, Toshio Suzuki, Frank Marshall, Joe Hisaishi, Toshihiko Kojima, Pierre Brouard]","[Animation, Drama, Fantasy]"
On the Waterfront,1954-06-22,"[Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger, Pat Henning, Eva Marie Saint, Leif Erickson, James Westerfield, Tony Galento, Tami Mauriello, Rudy Bond, Don Blackman, Arthur Keegan, Martin Balsam, Michael V. Gazzo, Fred Gwynne, Pat Hingle]","[Elia Kazan, Budd Schulberg, Sam Spiegel, Leonard Bernstein, Boris Kaufman, Gene Milford, Richard Day, Jim Shields, George Justin, Budd Schulberg, Malcolm Johnson, Mary Roche, Anna Hill Johnstone, Flo Transfield]","[Crime, Drama]"
The Red Shoes,1948-07-20,"[Moira Shearer, Adolf Wohlbrück, Marius Goring, Robert Helpmann, Albert Bassermann, Esmond Knight, Ludmilla Tchérina, Bill Shine, Austin Trevor, Eric Berry, Irene Browne, Jerry Verno]","[Michael Powell, Michael Powell, Michael Powell, Emeric Pressburger, Emeric Pressburger, Emeric Pressburger, Jack Cardiff, Hans Christian Andersen, Emeric Pressburger, Reginald Mills, Brian Easdale, Hein Heckroth, Arthur Lawson, Hein Heckroth, George Blackler, George Minassian]","[Drama, Romance]"
The Boy Who Harnessed the Wind,2019-03-01,"[Maxwell Simba, Chiwetel Ejiofor, Aïssa Maïga, Joseph Marcell, Noma Dumezweni]","[Chiwetel Ejiofor, Andrea Calderwood, Gail Egan, Joe Oppenheimer, Antonio Pinto, Dick Pope, Jonathan King, Compton Ross, Phil Hunt]",[Drama]
My Neighbor Totoro,1988-04-16,"[Hitoshi Takagi, Shigesato Itoi]","[Hayao Miyazaki, Tooru Hara, Yasuyoshi Tokuma, Joe Hisaishi, Takeshi Seyama, Hayao Miyazaki, Masaaki Endou]","[Fantasy, Animation, Family]"
Singin' in the Rain,1952-04-10,"[Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell, Cyd Charisse, Rita Moreno, Mae Clarke, Bess Flowers, Robert Foulk, Kathleen Freeman, Joi Lansing, 'Snub' Pollard, William Schallert, Elaine Stewart, John George, King Donovan]","[Stanley Donen, Gene Kelly, Adolph Green, Arthur Freed, Harold Rosson, Adrienne Fazan, Randall Duell, Cedric Gibbons, Walter Plunkett, Warren Newcombe, Irving G. Ries, Adolph Green, Lennie Hayton, Edwin B. Willis, Arthur Freed, Stanley Donen, Gene Kelly]","[Comedy, Music, Romance]"
Ugetsu,1953-03-26,"[Masayuki Mori, Machiko Kyō, Kinuyo Tanaka, Eitarô Ozawa, Mitsuko Mito, Kikue Môri, Ryôsuke Kagawa, Eigoro Onoe, Saburo Date]","[Kenji Mizoguchi, Matsutarô Kawaguchi, Masaichi Nagata, Fumio Hayasaka, Kazuo Miyagawa, Akira Suzuki]","[Fantasy, Drama, Mystery]"
Room,2015-10-16,"[Brie Larson, Jacob Tremblay, Joan Allen, William H. Macy, Sean Bridgers, Tom McCamus, Amanda Brugel, Joe Pingue, Cas Anvar, Wendy Crewson, Kate Drummond, Randal Edwards, Jack Fulton, Justin Mader, Zarrin Darnell-Martin, Jee-Yun Lee, Ola Sturik, Rodrigo Fernandez- Stoll, Rory O'Shea, Matt Gordon]","[Lenny Abrahamson, Ed Guiney, Michelle Lannon, Danny Cohen, Fiona Weir, Robin D. Cook, Lea Carlson, Stephen Rennicks, Andrew Lowe, Tessa Ross]","[Drama, Thriller]"
The Circus,1928-01-06,"[Charlie Chaplin, Al Ernest Garcia, Merna Kennedy, Harry Crocker, George Davis, Henry Bergman, Tiny Sandford, John Rand, Steve Murphy]","[Charlie Chaplin, Charlie Chaplin, Roland Totheroh, Charlie Chaplin]","[Comedy, Romance]"
Wild Strawberries,1957-12-26,"[Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand, Max von Sydow, Åke Fridell, Gunnel Broström, Gunnel Lindblom, Folke Sundquist, Björn Bjelfvenstam, Naima Wifstrand, Gertrud Fridh, Sif Ruud, Gio Petré, Maud Hansson]","[Ingmar Bergman, Ingmar Bergman, Allan Ekelund, Gunnar Fischer, Oscar Rosander, Gösta Ekman, Katinka Faragó]",[Drama]
Bad Seeds,2018-11-21,"[Kheiron, Catherine Deneuve, André Dussollier, Hakou Benosmane, Leila Boumedjane, Alban Lenoir, Louison Blivet, Youssouf Wague, Ouassima Zrouki, Joseph Jovanovic, Sofiane Zermani, Marion Christmann, Françoise Remont, Marc David, Alexandre Aubry, Maxime Nourrichard, Killian Taillasson]","[Kheiron, Kheiron, Emmanuel Lanzi, Marc David]",[Comedy]
The Help,2011-08-09,"[Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard, Jessica Chastain, Mike Vogel, Allison Janney, Sissy Spacek, Chris Lowell, Anna Camp, Cicely Tyson, Aunjanue Ellis, David Oyelowo, Dana Ivey, LaChanze, Brian Kerwin, Wes Chatham, Ted Welch, Shane McRae]","[Tate Taylor, Tate Taylor, Stephen Goldblatt, Michael Barnathan, Chris Columbus, Rena DeAngelo, Mark Ricker, Sharen Davis, Thomas Newman, Kerry Barden, Hughes Winborne, Cate Hardman, Jennifer Blum]",[Drama]
Dangal,2016-12-21,"[Aamir Khan, Sanya Malhotra, Girish Kulkarni, Zaira Wasim, Fatima Sana Shaikh]","[Nitesh Tiwari, Sethu Sriram, Nitesh Tiwari, Aamir Khan]","[Drama, Action]"
The General,1926-12-31,"[Buster Keaton, Marion Mack, Glen Cavender, Jim Farley, Frederick Vroom, Frank Barnes, Joe Keaton, Mike Donlin, Al St. John, Budd Fine, Eddie Foster, Frank Hagney, Edward Hearn]","[Clyde Bruckman, Buster Keaton, Clyde Bruckman, Buster Keaton, Buster Keaton, Joseph M. Schenck, Devereaux Jennings, Buster Keaton, Edward Hearn, Glen Cavender, Frank Barnes, Buster Keaton, Frank Barnes]","[Action, Adventure, Comedy]"
Casablanca,1942-11-26,"[Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt, Sydney Greenstreet, Peter Lorre, S.Z. Sakall, Madeleine Lebeau, Dooley Wilson, Joy Page, John Qualen, Leonid Kinskey, Curt Bois, Leon Belasco]","[Michael Curtiz, Hal B. Wallis, Jack L. Warner, Max Steiner, Arthur Edeson, Owen Marks, Carl Jules Weyl, George James Hopkins, Orry-Kelly, Perc Westmore, Francis J. Scheid, Julius J. Epstein, Philip G. Epstein, Howard Koch, Joan Alison, Willard Van Enger, Leo F. Forbstein, Hugo Friedhofer]","[Drama, Romance]"
The Departed,2006-10-05,"[Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan, James Badge Dale, David O'Hara, Robert Wahlberg, Kristen Dalton, Richard Hughes, Chance Kelly, Mark Rolston, J.C. MacKenzie]","[Martin Scorsese, Howard Shore, Michael Ballhaus, Thelma Schoonmaker, Ellen Lewis, William Monahan, Brad Grey, Brad Pitt, Graham King, Sandy Powell, Kristi Zea, Leslie E. Rollins, Michael Germain]","[Drama, Thriller, Crime]"
Inglourious Basterds,2009-08-18,"[Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B. J. Novak, August Diehl, Denis Ménochet, Sylvester Groth, Martin Wuttke, Mike Myers, Julie Dreyfus, Léa Seydoux, Richard Sammel]","[Quentin Tarantino, Lawrence Bender, Sally Menke, Quentin Tarantino, Robert Richardson, David Wasco, Lloyd Phillips, Erica Steinberg, Bob Weinstein, Harvey Weinstein, Simone Bär, Jenny Jue, Johanna Ray, Anna B. Sheppard, Giorgio Armani, Henning Molfenter, Gregory Nicotero]","[Drama, Action, Thriller, War]"
The 400 Blows,1959-05-04,"[Jean-Pierre Léaud, Claire Maurier, Albert Rémy, Georges Flamant, Pierre Repp, Richard Kanayan, Jean-Claude Brialy, Jeanne Moreau]","[François Truffaut, Jean Constantin, François Truffaut, Henri Decaë, Marie-Josèphe Yoyotte, François Truffaut]",[Drama]
What Ever Happened to Baby Jane?,1962-10-31,"[Bette Davis, Joan Crawford, Victor Buono, Wesley Addy, Anne Barton, Marjorie Bennett, Bert Freed, Anna Lee, Maidie Norman, Dave Willock, William Aldrich, Maxine Cooper, Robert Cornthwaite, Michael Fox, Gina Gillespie]","[Robert Aldrich, Henry Farrell, Robert Aldrich, Kenneth Hyman, Frank De Vol, Ernest Haller, Michael Luciano, Ruby Raksin, William Glasgow, George Sawley, Robert J. Schiffer, Monty Westmore, Tom Connors Jr.]","[Drama, Horror, Thriller]"
Scarface,1983-12-08,"[Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia, Miriam Colón, F. Murray Abraham, Paul Shenar, Harris Yulin, Ángel Salazar, Arnaldo Santana, Pepe Serna, Michael P. Moran, Al Israel, Dennis Holahan, Mark Margolis, John Carter, Michael Alldredge, Richard Belzer]","[Brian De Palma, Martin Bregman, John A. Alonzo, Giorgio Moroder, Ferdinando Scarfiotti, David Ray, Oliver Stone, Gerald B. Greenberg, Bruce Weintraub, Patricia Norris, Thomas Rosales, Jr., Dick Ziker, Glenn R. Wilder]","[Action, Crime, Drama, Thriller]"
Gladiator,2000-05-01,"[Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Tommy Flanagan, Spencer Treat Clark, David Hemmings, Sven-Ole Thorsen, Giannina Facio, Alun Raglan, Giorgio Cantarini, David Bailie, Omid Djalili]","[Ridley Scott, David Franzoni, Branko Lustig, Douglas Wick, David Franzoni, John Logan, William Nicholson, Crispian Sallis, Janty Yates, Arthur Max, Hans Zimmer, Lisa Gerrard, Louis DiGiaimo, Pietro Scalia, Scott Martin Gershin, Graham Johnston]","[Action, Drama, Adventure]"
Nobody Knows,2004-08-07,"[Yuya Yagira, Hanae Kan, You, Ryo Kase, Sei Hiraizumi, Yuichi Kimura, Ken'ichi Endô, Susumu Terajima]","[Hirokazu Kore-eda, Yutaka Yamazaki, Hirokazu Kore-eda, Hirokazu Kore-eda, Hirokazu Kore-eda, Toshihiro Isomi]",[Drama]
Michael Jackson's Thriller,1983-11-14,"[Michael Jackson, Ola Ray, Vincent Price, Mick Garris, Forrest J. Ackerman, Rick Baker, Michael DeLorenzo]","[John Landis, Elmer Bernstein, Deborah Nadoolman]","[Horror, Music]"
La Dolce Vita,1960-02-05,"[Marcello Mastroianni, Anita Ekberg, Anouk Aimée, Yvonne Furneaux, Magali Noël, Alain Cuny, Annibale Ninchi, Walter Santesso, Valeria Ciangottini, Ida Galli, Lex Barker, Nadia Gray, Adriano Celentano, Jacques Sernas, Polidor, Laura Betti, Nico, Enzo Cerusico]","[Federico Fellini, Federico Fellini, Nino Rota, Ennio Flaiano, Pier Paolo Pasolini, Tullio Pinelli, Brunello Rondi, Otello Martelli]","[Comedy, Drama]"
"Rome, Open City",1945-09-27,"[Aldo Fabrizi, Anna Magnani, Marcello Pagliero, Maria Michi, Giovanna Galletti]","[Roberto Rossellini, Roberto Rossellini, Renzo Rossellini, Eraldo Da Roma, Roberto Rossellini, Sergio Amidei, Sergio Amidei, Federico Fellini, Roberto Rossellini, Sergio Amidei]","[Drama, History]"
The Way He Looks,2014-03-28,"[Ghilherme Lobo, Fábio Audi, Eucir de Souza, Selma Egrei, Matheus Abreu, Naruna Costa, Júlio Machado]","[Daniel Ribeiro, Diana Almeida, Daniel Ribeiro, Pierre de Kerchove, Cristian Chinen, Flavia Lhacer, Cristina Alves, Daniel Ribeiro]","[Drama, Romance]"
Mirror,1975-03-07,"[Margarita Terekhova, Oleg Yankovskiy, Alla Demidova, Nikolay Grinko, Yuriy Nazarov, Ignat Daniltsev, Anatoliy Solonitsyn, Tatyana Reshetnikova, Filipp Yankovsky]","[Andrei Tarkovsky, Georgi Rerberg, Andrei Tarkovsky, Eduard Artemiev]","[Drama, History]"
